file,pdf_name,election_type,district,subdistrict,station_number,cand_number,party,votes
8a4aeabb02e9e877936b1e40e2de678c.json,สส5ทับ18(บช).pdf,normal,เฉลิมพระเกียรติฯ,ท่าช้าง,6,2,เพื่อชาติไทย,1248403
