file_id,ballot_type,cluster_label,silhouette_score
cac01894e3b04b8135a036520079f5e0,partylist,,
cb6f621c216c7f15d076fb2ea4538b4e,partylist,,
cbf7e276dd0e5fbd2e09ba3814cecd57,district,,
cbf7e276dd0e5fbd2e09ba3814cecd57,partylist,,
cc5d4a02c808a175024ea823c86540af,partylist,,
cd48f5a3008689f499edb58f6d9e7c22,district,,
cd5d53d703b78d4f10c0c4ce09837edc,district,,
cd5d53d703b78d4f10c0c4ce09837edc,partylist,3,0.46696846019694593
cede52131d4f56136a93e186c82dee9c,partylist,,
cf88e992941b06beb368166a184fe740,district,,
cf88e992941b06beb368166a184fe740,partylist,,
cfcd90e551022295366bdf7c0f6c7a44,district,0,0.5128973632040132
cfcd90e551022295366bdf7c0f6c7a44,partylist,,
d09a006ae73926e482783dc3c9121e05,district,,
d0c40a8760d0e9efa01942dbbc16aec0,district,0,0.5209402316406181
d0c40a8760d0e9efa01942dbbc16aec0,partylist,3,0.4189512846001572
d1794526f5224257b6032ef88eddac08,partylist,,
d285fd3788c368cd1887a55d253e5e6f,partylist,,
d2a6c1c3d8c0e92d3a4abf611c12d76f,partylist,,
d2bf56c7dbafe7a0ff103a36fa96b611,partylist,,
d35798420350c435f6bd9a82f32f3006,district,,
d415e57038146acba223b6b4a2c11b8d,district,0,0.5390504712591703
d415e57038146acba223b6b4a2c11b8d,partylist,3,0.46711373665293626
d41b1297763af5b37c619fdef36efbaa,district,,
d4997137716374368a78f96ae78062f1,district,,
d4997137716374368a78f96ae78062f1,partylist,,
d4a541575cc4e96d95297d1486acb97a,district,,
d4a541575cc4e96d95297d1486acb97a,partylist,,
d517d2fff2d06c8636c55754f538c67c,district,0,0.44200355069068464
d517d2fff2d06c8636c55754f538c67c,partylist,3,0.444359608949995
d55ea8393ea201ff03e4c63c4e8c5116,district,0,0.4877566669678759
d55ea8393ea201ff03e4c63c4e8c5116,partylist,,
d58457d381db4a9896996a0537d51635,district,,
d58457d381db4a9896996a0537d51635,partylist,,
d696d93cc9604989dfe795ba4021e1c3,district,0,0.4853896706505584
d696d93cc9604989dfe795ba4021e1c3,partylist,,
d69772ad1fa1caa7844bf4e4f7d8ecfd,district,,
d69772ad1fa1caa7844bf4e4f7d8ecfd,partylist,,
d6f3de94db6257b39d964d7158a05c5c,district,,
d6f3de94db6257b39d964d7158a05c5c,partylist,,
d97f23b29306b7911badd2316a8d2595,district,0,0.515298915207832
dacf02677c9fdf87bf0b4a69722f0b8d,district,0,0.25191732410613477
dacf02677c9fdf87bf0b4a69722f0b8d,partylist,3,0.43286999746236554
db45f7440bea30f423cb86b529a69d7c,district,0,0.3657263459597512
db45f7440bea30f423cb86b529a69d7c,partylist,3,0.3004533676490567
dbb80df72bd762222c63fd7ed6cd61f7,district,,
dbb80df72bd762222c63fd7ed6cd61f7,partylist,,
dc33feab0951277c3b21975359099222,district,,
dca1df07d6175b0ec5fc8bd5ec5f9b4a,district,,
dca1df07d6175b0ec5fc8bd5ec5f9b4a,partylist,,
dcc8a209f4b9a09a0f98b31bfd81aa89,district,,
dcc8a209f4b9a09a0f98b31bfd81aa89,partylist,3,0.32849030914244925
dd9ebe9093b98fdfd47d41e2f8c28d3f,district,,
dd9ebe9093b98fdfd47d41e2f8c28d3f,partylist,,
de4df5580e70b5de3a5f3b1ff0374d0f,district,0,0.5246109552626727
de4df5580e70b5de3a5f3b1ff0374d0f,partylist,3,0.032988994084338474
de8669c6ef5fa962e75924a2de829cdc,district,0,0.42967476314481234
de8669c6ef5fa962e75924a2de829cdc,partylist,,
df43fa51c001f20be94a9db68fcb9fb8,partylist,3,0.470079509568507
df838e8e89a4707ff202a504c3924fbd,district,,
e003ac431a4241e97cc6e656e8d8bc88,partylist,0,0.16700264818161967
e075f536783989dfbcd207050445d5bb,partylist,,
e07e1c73f96f08768df0db027b0fd36b,district,,
e07e1c73f96f08768df0db027b0fd36b,partylist,3,0.5344517060369314
e0b57b82c5dfc7bbd9c0ff001f92f15e,partylist,,
e19dc6d155deba3bd4af1814cd165f7f,partylist,0,0.3719341456748917
e3bd020001b19595106ec10f5b5a01b7,district,0,0.06431212526734305
e3bd020001b19595106ec10f5b5a01b7,partylist,3,0.22001112545333296
e3eeca177743e4c1706592a14bb93e88,district,,
e3eeca177743e4c1706592a14bb93e88,partylist,,
e42848d5239ef804214407d5f11fd86e,district,,
e42848d5239ef804214407d5f11fd86e,partylist,3,0.4212931064512695
e53a7fd9b541fff8f0e6d3d0cc60fbd7,district,,
e53a7fd9b541fff8f0e6d3d0cc60fbd7,partylist,,
e5b54c7dcf3ce1adaea35844beea48de,district,0,0.44824040744993743
e5b54c7dcf3ce1adaea35844beea48de,partylist,,
e635b32b49185f06ac7ddc27c7b6608b,district,0,0.018370255269456376
e635b32b49185f06ac7ddc27c7b6608b,partylist,,
e69f9663625a4c179cedf36579b493dc,district,,
e69f9663625a4c179cedf36579b493dc,partylist,,
e725f7e0a5b0b98cc81c64259238709d,partylist,,
e76b9b78686f6b555e68e22fe65ceb04,partylist,,
e79a810bc58d3eca65be424181e0730c,district,,
e81ab2b70c44a0f40887d4767a1899d4,district,,
e81ab2b70c44a0f40887d4767a1899d4,partylist,,
e840c3a257d45ea2c942c1e76eb6d351,district,,
e840c3a257d45ea2c942c1e76eb6d351,partylist,,
e9a610d14e43169965c79aa14bbc9bb9,district,,
ea353fe61872e085c57967aa8d336cdc,district,0,0.4203916380608859
ea353fe61872e085c57967aa8d336cdc,partylist,3,0.4730945474372601
ea75517c808b5f12c163c38c98d8362c,district,0,0.49246568413927344
ea75517c808b5f12c163c38c98d8362c,partylist,3,0.3228784175856153
ea90636baabdc1ee3f92f013bf6d9f56,district,0,0.3006875493035681
ea90636baabdc1ee3f92f013bf6d9f56,partylist,3,0.18320300921502647
eb47eae4940616a68963df8a156c098f,district,0,0.5753331281216748
ec0759dc2b8491d0acee5ca8cc45e3e0,district,,
edbdfb26c8001cfda68d325e78316bb1,district,,
edbdfb26c8001cfda68d325e78316bb1,partylist,,
ee4d7bb45ec4c075ff6d3e2f85d3149f,district,,
ee4d7bb45ec4c075ff6d3e2f85d3149f,partylist,,
f11618bbb386817047fec680fbbbf24f,district,,
f11618bbb386817047fec680fbbbf24f,partylist,,
f11f9e2758b2567958f7a3bfcf3aeb88,district,0,0.5320468702844011
f11f9e2758b2567958f7a3bfcf3aeb88,partylist,,
f1359c664f9dadf5bc58c4d8e1e8f202,district,0,0.4472907077214436
f1359c664f9dadf5bc58c4d8e1e8f202,partylist,3,0.2246508246533961
f20b483ba73ef034ca20fa1e9acbf080,district,,
f20b483ba73ef034ca20fa1e9acbf080,partylist,,
f39ab44885a05f3a23e54312ce9b8167,district,,
f39ab44885a05f3a23e54312ce9b8167,partylist,,
f3ecf1bfa573c86f435ad17eecfcb95c,partylist,3,0.45227754115144625
f5cd1c7cf87deeb58b68d32cbbcc10af,district,,
f5cd1c7cf87deeb58b68d32cbbcc10af,partylist,0,0.3954216553408672
f6a0fb7a2121e7dd73e904fd58c4ce89,district,0,0.4813706925722375
f6a0fb7a2121e7dd73e904fd58c4ce89,partylist,,
f6f0beae30ec4363ceb2940bd1acaad6,district,,
f6f0beae30ec4363ceb2940bd1acaad6,partylist,,
f7d80d2a3bd4fc4768f6160b2506c0fb,district,,
f7d80d2a3bd4fc4768f6160b2506c0fb,partylist,,
f8139889ac2eb2a32ee940a21e53ccd3,district,,
f8758b78bdf5ec0a9b54a1cca35ea0a1,partylist,3,0.0800244343119757
f927242ce72c03ccf430f886837200a5,district,,
f927242ce72c03ccf430f886837200a5,partylist,,
fa166bd9af86ca2e446a80484b1d68d1,district,0,0.5590865276227184
fa166bd9af86ca2e446a80484b1d68d1,partylist,,
fa1c4a9ae730496b938cdca9608f6494,district,0,0.5511528831262761
fa1c4a9ae730496b938cdca9608f6494,partylist,,
fa294d6ad668addeec555d11addd039d,district,,
fa294d6ad668addeec555d11addd039d,partylist,,
fa5e215a3064c2e538c66e1c78e2f5a8,district,,
fa5e215a3064c2e538c66e1c78e2f5a8,partylist,,
fcdd4c7c761399912f902500e31075ef,partylist,,
fd64ee8c38fae3f31b40de7971eef3c6,district,,
fd64ee8c38fae3f31b40de7971eef3c6,partylist,,
fd6e8ee70887f1339ea20b9ef162304c,district,0,0.07845962317015254
fd6e8ee70887f1339ea20b9ef162304c,partylist,,
fddd7985651317e30752fff395eacb94,district,,
fddd7985651317e30752fff395eacb94,partylist,,
fe6a3f76482d5c69d8a2eaee15429790,district,3,0.1381405676953555
