file_id,pdf_name,election_type,ballot_type,total_is_valid,candidate_sum_valid,both_valid,failure_modes,,
25439ce282cada8af41e7524b769784b,พลสงคราม น.2 10-2-69 10.02.pdf,normal,district,TRUE,FALSE,FALSE,"ocr_missed_candidates:[7, 8, 9] | candidate_sum_fail (sum=161, valid_votes=323)",,
25439ce282cada8af41e7524b769784b,พลสงคราม น.2 10-2-69 10.02.pdf,normal,partylist,TRUE,FALSE,FALSE,"candidate_sum_fail (sum=248, valid_votes=308)",,
255517635f4a8f5a38e48abbcd977f9f,หน่วยที่ 12 ตำบลใหม่.pdf,normal,district,TRUE,FALSE,FALSE,"ocr_missed_candidates:[7, 8, 9] | candidate_sum_fail (sum=278, valid_votes=494)",,
255517635f4a8f5a38e48abbcd977f9f,หน่วยที่ 12 ตำบลใหม่.pdf,normal,partylist,TRUE,FALSE,FALSE,"ocr_missed_candidates:[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29] | ocr_extra_candidates:[70, 81, 92, 103, 114, 125, 136, 147, 158, 169, 170, 181, 192, 203, 214, 225, 236, 247, 258, 269, 2710, 2811, 2912] | candidate_sum_fail (sum=342, valid_votes=498)",,
258fde22916f00493219d47f0d25e16d,โตนด น.1.pdf,normal,district,TRUE,FALSE,FALSE,"candidate_sum_fail (sum=573, valid_votes=571)",,
258fde22916f00493219d47f0d25e16d,โตนด น.1.pdf,normal,partylist,TRUE,FALSE,FALSE,"candidate_sum_fail (sum=521, valid_votes=563)",,
25aa62daeb3117304066272464179915,ดอนชมพู 6.pdf,normal,district,TRUE,FALSE,FALSE,"candidate_sum_fail (sum=356, valid_votes=336)",,
25aa62daeb3117304066272464179915,ดอนชมพู 6.pdf,normal,partylist,FALSE,FALSE,FALSE,null_header_field:voter_turnout | null_header_field:total_ballots | null_header_field:valid_votes | null_header_field:void_ballots | null_header_field:spoiled_ballots,,
26114f9db6dc9ae14ec1f38c67efec54,น.10 ต.สัมฤทธิ์ ส.ส.5_18.pdf,normal,district,TRUE,TRUE,TRUE,,,
263a9aee741a0507952415fad5043316,นอกเขต ชุดที่ 3.pdf,advance_in_district,district,TRUE,TRUE,TRUE,,,
263a9aee741a0507952415fad5043316,นอกเขต ชุดที่ 3.pdf,advance_in_district,partylist,FALSE,FALSE,FALSE,"ballot_math_fail (total=607, valid+void+spoiled=640) | candidate_sum_fail (sum=552, valid_votes=607)",,
280028d85423d08de01cece8fe2a7252,สส5ทับ18.pdf,normal,district,TRUE,TRUE,TRUE,,,
2834b02020982d69837830d32705f4c8,พลสงคราม น.13 10-2-69 10.33.pdf,normal,district,FALSE,FALSE,FALSE,"ballot_math_fail (total=146, valid+void+spoiled=148) | candidate_sum_fail (sum=137, valid_votes=139)",,
2834b02020982d69837830d32705f4c8,พลสงคราม น.13 10-2-69 10.33.pdf,normal,partylist,TRUE,FALSE,FALSE,"candidate_sum_fail (sum=497, valid_votes=131)",,
286e424890f71330b00d95800bd1d6ce,บิง น.11.pdf,normal,district,FALSE,TRUE,FALSE,null_header_field:total_ballots,,
286e424890f71330b00d95800bd1d6ce,บิง น.11.pdf,normal,partylist,TRUE,TRUE,TRUE,,,
28d48750cfcee755760f22a1fde8cece,บิง น.5.pdf,normal,district,FALSE,FALSE,FALSE,"null_header_field:eligible_voters | ballot_math_fail (total=391, valid+void+spoiled=371) | candidate_sum_fail (sum=349, valid_votes=345)",,
28d48750cfcee755760f22a1fde8cece,บิง น.5.pdf,normal,partylist,TRUE,TRUE,TRUE,,,
29d29923896aed90aa0b5bc4d447ad89,บิง น.6.pdf,normal,district,TRUE,FALSE,FALSE,"candidate_sum_fail (sum=208, valid_votes=206)",,
29d29923896aed90aa0b5bc4d447ad89,บิง น.6.pdf,normal,partylist,FALSE,FALSE,FALSE,null_header_field:total_ballots | null_header_field:valid_votes | null_header_field:void_ballots | null_header_field:spoiled_ballots,,
2a4638f5c9e156e3c73a2d123f7032e2,ด่านคล่า น.6 .pdf,normal,district,TRUE,TRUE,TRUE,,,
2a4638f5c9e156e3c73a2d123f7032e2,ด่านคล่า น.6 .pdf,normal,partylist,TRUE,FALSE,FALSE,"candidate_sum_fail (sum=225, valid_votes=228)",,
2be8d00c980cc4f48a4a7ccaf041dcdc,ลำคอหงษ์ น.10.pdf,normal,district,FALSE,TRUE,FALSE,"ballot_math_fail (total=6, valid+void+spoiled=96)",,
2be8d00c980cc4f48a4a7ccaf041dcdc,ลำคอหงษ์ น.10.pdf,normal,partylist,TRUE,TRUE,TRUE,,,
2cc2da5f04de874658147aa141569c6f,สส.5ทับ18(บช).pdf,normal,partylist,TRUE,FALSE,FALSE,"candidate_sum_fail (sum=158, valid_votes=254)",,
2cee8c7723126fc0e303dd594987ae11,หน่วยที่ 7 ตำบลจันอัด.pdf,normal,district,FALSE,FALSE,FALSE,"ocr_missed_candidates:[7, 8, 9] | ballot_math_fail (total=316, valid+void+spoiled=376) | candidate_sum_fail (sum=145, valid_votes=259)",,
