file_id,file_path,page_no,image_path,status
d58457d381db4a9896996a0537d51635,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 1.pdf,6,pipeline_output/images/d58457d381db4a9896996a0537d51635/p6.png,pending
edbdfb26c8001cfda68d325e78316bb1,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 2.pdf,1,pipeline_output/images/edbdfb26c8001cfda68d325e78316bb1/p1.png,pending
edbdfb26c8001cfda68d325e78316bb1,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 2.pdf,2,pipeline_output/images/edbdfb26c8001cfda68d325e78316bb1/p2.png,pending
edbdfb26c8001cfda68d325e78316bb1,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 2.pdf,3,pipeline_output/images/edbdfb26c8001cfda68d325e78316bb1/p3.png,pending
edbdfb26c8001cfda68d325e78316bb1,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 2.pdf,4,pipeline_output/images/edbdfb26c8001cfda68d325e78316bb1/p4.png,pending
edbdfb26c8001cfda68d325e78316bb1,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 2.pdf,5,pipeline_output/images/edbdfb26c8001cfda68d325e78316bb1/p5.png,pending
edbdfb26c8001cfda68d325e78316bb1,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 2.pdf,6,pipeline_output/images/edbdfb26c8001cfda68d325e78316bb1/p6.png,pending
263a9aee741a0507952415fad5043316,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 3.pdf,1,pipeline_output/images/263a9aee741a0507952415fad5043316/p1.png,pending
263a9aee741a0507952415fad5043316,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 3.pdf,2,pipeline_output/images/263a9aee741a0507952415fad5043316/p2.png,pending
263a9aee741a0507952415fad5043316,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 3.pdf,3,pipeline_output/images/263a9aee741a0507952415fad5043316/p3.png,pending
